WTA,Location,tournament,date,Tier,Court,surface,Round,Best of,winner,loser,winner_rank,loser_rank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL,season,LBW,LBL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
53,Hong Kong,Prudential Hong Kong Tennis Open,2015-10-18,International,Outdoor,Hard,The Final,3,Jankovic J.,Kerber A.,24.0,9.0,2125.0,3330.0,3.0,6.0,7.0,6.0,6.0,1.0,2.0,1.0,Completed,3.0,1.4,,,3.0,1.38,3.16,1.42,,,2015,3.25,1.36,,,3.3,1.42,3.03,1.38,,
54,Linz,Generali Ladies Linz,2015-10-12,International,Indoor,Hard,1st Round,3,Friedsam A.L.,Rybarikova M.,118.0,77.0,476.0,782.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,2.1,1.66,,,2.0,1.8,2.02,1.87,,,2015,2.25,1.62,,,2.25,1.87,2.02,1.76,,
54,Linz,Generali Ladies Linz,2015-10-12,International,Indoor,Hard,1st Round,3,Gasparyan M.,Witthoeft C.,73.0,57.0,821.0,968.0,6.0,3.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,1.72,2.0,,,1.7,2.1,1.73,2.22,,,2015,1.8,2.0,,,1.8,2.22,1.74,2.05,,
54,Linz,Generali Ladies Linz,2015-10-12,International,Indoor,Hard,1st Round,3,Flipkens K.,Lepchenko V.,110.0,44.0,543.0,1184.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,2.25,1.57,,,2.2,1.65,2.35,1.66,,,2015,2.38,1.57,,,2.45,1.69,2.23,1.63,,
54,Linz,Generali Ladies Linz,2015-10-13,International,Indoor,Hard,1st Round,3,Van Uytvanck A.,Hradecka L.,50.0,55.0,1062.0,1009.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.83,1.83,,,,,1.8,2.11,,,2015,1.8,2.0,,,1.85,2.11,1.79,1.99,,
54,Linz,Generali Ladies Linz,2015-10-13,International,Indoor,Hard,1st Round,3,Giorgi C.,Goerges J.,33.0,52.0,1395.0,1040.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.5,2.5,,,1.5,2.5,1.53,2.65,,,2015,1.53,2.5,,,1.56,2.65,1.52,2.49,,
54,Linz,Generali Ladies Linz,2015-10-13,International,Indoor,Hard,1st Round,3,Brengle M.,Doi M.,42.0,94.0,1233.0,664.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.4,2.75,,,1.45,2.7,1.5,2.75,,,2015,1.44,2.75,,,1.53,2.85,1.44,2.72,,
54,Linz,Generali Ladies Linz,2015-10-13,International,Indoor,Hard,1st Round,3,Konta J.,Beck A.,47.0,41.0,1086.0,1243.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,,,,,,,,,,,2015,,,,,1.75,2.1,1.74,2.05,,
54,Linz,Generali Ladies Linz,2015-10-13,International,Indoor,Hard,1st Round,3,Voegele S.,Paszek T.,165.0,213.0,319.0,229.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.66,2.1,,,1.62,2.25,1.64,2.38,,,2015,1.62,2.25,,,1.73,2.4,1.63,2.23,,
54,Linz,Generali Ladies Linz,2015-10-13,International,Indoor,Hard,1st Round,3,Pavlyuchenkova A.,Siniakova K.,29.0,70.0,1755.0,845.0,7.0,6.0,6.0,0.0,,,2.0,0.0,Completed,1.33,3.25,,,1.33,3.2,1.35,3.46,,,2015,1.3,3.5,,,1.35,3.6,1.32,3.33,,
54,Linz,Generali Ladies Linz,2015-10-13,International,Indoor,Hard,1st Round,3,Mitu A.,Safarova L.,95.0,7.0,659.0,3405.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,5.5,1.14,,,4.5,1.18,5.61,1.18,,,2015,5.5,1.14,,,5.8,1.18,5.12,1.16,,
54,Linz,Generali Ladies Linz,2015-10-13,International,Indoor,Hard,1st Round,3,Barthel M.,Bertens K.,49.0,97.0,1065.0,648.0,7.0,5.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,,,,,1.42,2.8,1.4,3.19,,,2015,1.44,2.75,,,1.47,3.19,1.4,2.86,,
54,Linz,Generali Ladies Linz,2015-10-13,International,Indoor,Hard,1st Round,3,Strycova B.,Haas B.,38.0,240.0,1290.0,189.0,6.0,0.0,6.0,7.0,6.0,4.0,2.0,1.0,Completed,1.12,6.0,,,1.13,5.5,1.11,7.74,,,2015,1.14,5.5,,,1.17,7.74,1.12,5.9,,
54,Linz,Generali Ladies Linz,2015-10-13,International,Indoor,Hard,1st Round,3,Allertova D.,Koukalova K.,58.0,105.0,957.0,588.0,6.0,2.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,1.66,2.1,,,1.65,2.2,1.79,2.12,,,2015,1.67,2.2,,,1.79,2.4,1.69,2.13,,
54,Linz,Generali Ladies Linz,2015-10-13,International,Indoor,Hard,1st Round,3,Larsson J.,Petkovic A.,59.0,20.0,949.0,2445.0,3.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,3.4,1.3,,,3.4,1.3,3.7,1.32,,,2015,3.4,1.33,,,3.7,1.37,3.3,1.32,,
54,Linz,Generali Ladies Linz,2015-10-14,International,Indoor,Hard,1st Round,3,Krunic A.,Vinci R.,99.0,17.0,636.0,2655.0,6.0,1.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,2.75,1.4,,,2.45,1.52,2.63,1.54,,,2015,2.75,1.44,,,2.75,1.55,2.56,1.49,,
54,Linz,Generali Ladies Linz,2015-10-14,International,Indoor,Hard,1st Round,3,Wozniacki C.,Lucic M.,11.0,68.0,3151.0,855.0,3.0,6.0,7.0,6.0,6.0,4.0,2.0,1.0,Completed,1.2,4.33,,,1.2,4.3,1.25,4.4,,,2015,1.2,4.5,,,1.25,4.75,1.21,4.29,,
54,Linz,Generali Ladies Linz,2015-10-14,International,Indoor,Hard,2nd Round,3,Brengle M.,Konta J.,42.0,47.0,1233.0,1086.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,2.5,1.5,,,2.6,1.48,2.66,1.54,,,2015,2.62,1.5,,,2.66,1.54,2.52,1.5,,
54,Linz,Generali Ladies Linz,2015-10-14,International,Indoor,Hard,2nd Round,3,Gasparyan M.,Giorgi C.,73.0,33.0,821.0,1395.0,6.0,3.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,2.62,1.44,,,2.6,1.48,3.1,1.43,,,2015,2.75,1.44,,,3.1,1.52,2.71,1.44,,
54,Linz,Generali Ladies Linz,2015-10-14,International,Indoor,Hard,2nd Round,3,Friedsam A.L.,Mitu A.,118.0,95.0,476.0,659.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.53,2.37,,,1.45,2.7,1.59,2.53,,,2015,1.44,2.75,,,1.61,2.75,1.52,2.47,,
54,Linz,Generali Ladies Linz,2015-10-15,International,Indoor,Hard,2nd Round,3,Larsson J.,Van Uytvanck A.,59.0,50.0,949.0,1062.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,2.0,1.72,,,2.0,1.8,2.06,1.85,,,2015,1.91,1.91,,,2.06,1.91,1.97,1.81,,
54,Linz,Generali Ladies Linz,2015-10-15,International,Indoor,Hard,2nd Round,3,Pavlyuchenkova A.,Voegele S.,29.0,165.0,1755.0,319.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.25,3.75,,,1.28,3.5,1.3,3.93,,,2015,1.29,3.75,,,1.32,3.93,1.29,3.54,,
54,Linz,Generali Ladies Linz,2015-10-15,International,Indoor,Hard,2nd Round,3,Krunic A.,Barthel M.,99.0,49.0,636.0,1065.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,2.1,1.66,,,2.05,1.75,2.07,1.85,,,2015,2.25,1.62,,,2.25,1.85,2.06,1.74,,
54,Linz,Generali Ladies Linz,2015-10-15,International,Indoor,Hard,2nd Round,3,Flipkens K.,Wozniacki C.,110.0,11.0,543.0,3151.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,4.33,1.2,,,4.0,1.22,4.69,1.23,,,2015,4.33,1.22,,,4.75,1.24,4.18,1.21,,
54,Linz,Generali Ladies Linz,2015-10-15,International,Indoor,Hard,2nd Round,3,Allertova D.,Strycova B.,58.0,38.0,957.0,1290.0,7.0,6.0,5.0,7.0,6.0,4.0,2.0,1.0,Completed,2.1,1.66,,,2.1,1.7,2.2,1.76,,,2015,2.0,1.8,,,2.2,1.85,2.06,1.73,,
54,Linz,Generali Ladies Linz,2015-10-16,International,Indoor,Hard,Quarterfinals,3,Friedsam A.L.,Gasparyan M.,118.0,73.0,476.0,821.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,2.1,1.66,,,2.05,1.72,2.16,1.79,,,2015,2.1,1.73,,,2.16,1.83,2.04,1.76,,
54,Linz,Generali Ladies Linz,2015-10-16,International,Indoor,Hard,Quarterfinals,3,Larsson J.,Brengle M.,59.0,42.0,949.0,1233.0,7.0,5.0,7.0,6.0,,,2.0,0.0,Completed,2.25,1.57,,,2.1,1.7,2.33,1.69,,,2015,2.2,1.67,,,2.4,1.73,2.18,1.67,,
54,Linz,Generali Ladies Linz,2015-10-16,International,Indoor,Hard,Quarterfinals,3,Flipkens K.,Allertova D.,110.0,58.0,543.0,957.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,2.0,1.72,,,1.88,1.88,2.05,1.88,,,2015,2.0,1.8,,,2.06,1.91,1.93,1.84,,
54,Linz,Generali Ladies Linz,2015-10-16,International,Indoor,Hard,Quarterfinals,3,Pavlyuchenkova A.,Krunic A.,29.0,99.0,1755.0,636.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.28,3.5,,,1.33,3.2,1.36,3.54,,,2015,1.36,3.25,,,1.4,3.65,1.32,3.29,,
54,Linz,Generali Ladies Linz,2015-10-17,International,Indoor,Hard,Semifinals,3,Friedsam A.L.,Larsson J.,118.0,59.0,476.0,949.0,6.0,3.0,4.0,6.0,7.0,5.0,2.0,1.0,Completed,2.2,1.66,,,2.15,1.65,2.15,1.8,,,2015,2.2,1.67,,,2.21,1.8,2.1,1.72,,
54,Linz,Generali Ladies Linz,2015-10-17,International,Indoor,Hard,Semifinals,3,Pavlyuchenkova A.,Flipkens K.,29.0,110.0,1755.0,543.0,6.0,3.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,1.3,3.5,,,1.33,3.2,1.37,3.46,,,2015,1.36,3.25,,,1.37,3.55,1.33,3.3,,
54,Linz,Generali Ladies Linz,2015-10-18,International,Indoor,Hard,The Final,3,Pavlyuchenkova A.,Friedsam A.L.,29.0,118.0,1755.0,476.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.3,3.5,,,1.3,3.4,1.36,3.5,,,2015,1.3,3.5,,,1.36,3.5,1.32,3.36,,
55,Tianjin,Tianjin Open,2015-10-12,International,Outdoor,Hard,1st Round,3,Vesnina E.,Svitolina E.,115.0,21.0,509.0,2410.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,5.0,1.16,,,4.75,1.17,4.77,1.22,,,2015,4.5,1.17,,,5.0,1.22,4.62,1.18,,
55,Tianjin,Tianjin Open,2015-10-12,International,Outdoor,Hard,1st Round,3,Wang Q.,Zhang Yux.,104.0,219.0,589.0,220.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,1.25,3.75,,,1.25,3.75,1.26,4.3,,,2015,1.29,3.5,,,1.29,4.3,1.25,3.88,,
55,Tianjin,Tianjin Open,2015-10-12,International,Outdoor,Hard,1st Round,3,Linette M.,Putintseva Y.,64.0,83.0,868.0,737.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.9,1.8,,,2.05,1.72,2.03,1.86,,,2015,1.91,1.8,,,2.11,1.91,1.97,1.79,,
55,Tianjin,Tianjin Open,2015-10-12,International,Outdoor,Hard,1st Round,3,Rodina E.,Zheng S.,84.0,76.0,729.0,789.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,2.1,1.66,,,2.0,1.8,2.03,1.86,,,2015,2.0,1.73,,,2.15,1.86,2.04,1.76,,
55,Tianjin,Tianjin Open,2015-10-12,International,Outdoor,Hard,1st Round,3,Kulichkova E.,Tig P.M.,103.0,113.0,599.0,527.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.53,2.37,,,1.58,2.35,1.64,2.39,,,2015,1.57,2.25,,,1.65,2.41,1.58,2.32,,
55,Tianjin,Tianjin Open,2015-10-12,International,Outdoor,Hard,1st Round,3,Mladenovic K.,Liu F.,27.0,168.0,1760.0,312.0,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.11,6.5,,,1.11,6.0,1.22,4.81,,,2015,1.12,5.5,,,1.22,6.5,1.13,5.73,,
55,Tianjin,Tianjin Open,2015-10-12,International,Outdoor,Hard,1st Round,3,Pereira T.,Hibino N.,46.0,78.0,1107.0,780.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,2.75,1.4,,,2.5,1.5,2.6,1.55,,,2015,2.62,1.44,,,2.75,1.56,2.58,1.48,,
55,Tianjin,Tianjin Open,2015-10-12,International,Outdoor,Hard,1st Round,3,Riske A.,Han X.,91.0,157.0,677.0,326.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.33,3.25,,,1.33,3.2,1.33,3.6,,,2015,1.33,3.25,,,1.35,3.6,1.31,3.32,,
55,Tianjin,Tianjin Open,2015-10-13,International,Outdoor,Hard,1st Round,3,Babos T.,Kudryavtseva A.,74.0,152.0,801.0,341.0,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.36,3.0,,,1.42,2.8,1.41,3.13,,,2015,1.36,3.0,,,1.43,3.13,1.39,2.92,,
55,Tianjin,Tianjin Open,2015-10-13,International,Outdoor,Hard,1st Round,3,Kovinic D.,Bondarenko K.,75.0,79.0,800.0,768.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,2.75,1.4,,,3.0,1.38,3.07,1.42,,,2015,2.75,1.4,,,3.2,1.44,2.9,1.39,,
55,Tianjin,Tianjin Open,2015-10-13,International,Outdoor,Hard,1st Round,3,Duan Y.Y.,Vaidisova N.,123.0,270.0,463.0,165.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.83,1.83,,,2.0,1.8,1.97,1.92,,,2015,1.83,1.83,,,2.05,1.92,1.93,1.83,,
55,Tianjin,Tianjin Open,2015-10-13,International,Outdoor,Hard,1st Round,3,Jovanovski B.,Jabeur O.,90.0,167.0,690.0,312.0,6.0,7.0,7.0,6.0,6.0,1.0,2.0,1.0,Completed,1.53,2.37,,,1.52,2.45,1.61,2.46,,,2015,1.44,2.62,,,1.62,2.62,1.55,2.4,,
55,Tianjin,Tianjin Open,2015-10-13,International,Outdoor,Hard,1st Round,3,Kichenok L.,Pennetta F.,414.0,8.0,78.0,3372.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,8.0,1.08,,,7.25,1.08,9.43,1.08,,,2015,8.0,1.06,,,10.5,1.08,8.25,1.07,,
55,Tianjin,Tianjin Open,2015-10-13,International,Outdoor,Hard,1st Round,3,Radwanska U.,Kichenok N.,88.0,261.0,692.0,172.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.36,3.0,,,1.35,3.0,1.46,2.91,,,2015,1.36,3.0,,,1.46,3.05,1.4,2.86,,
55,Tianjin,Tianjin Open,2015-10-13,International,Outdoor,Hard,1st Round,3,Pliskova Ka.,Kucova K.,15.0,170.0,2950.0,310.0,3.0,6.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,1.1,7.0,,,1.1,6.5,1.11,7.58,,,2015,1.11,6.0,,,1.12,7.58,1.1,6.72,,
55,Tianjin,Tianjin Open,2015-10-13,International,Outdoor,Hard,1st Round,3,Radwanska A.,Savchuk O.,6.0,210.0,3515.0,231.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.05,10.0,,,1.05,8.5,1.06,11.37,,,2015,1.05,8.5,,,1.07,12.0,1.05,9.67,,
55,Tianjin,Tianjin Open,2015-10-14,International,Outdoor,Hard,2nd Round,3,Mladenovic K.,Radwanska U.,27.0,88.0,1760.0,692.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.28,3.5,,,1.25,3.75,1.3,3.93,,,2015,1.29,3.5,,,1.33,4.15,1.26,3.74,,
55,Tianjin,Tianjin Open,2015-10-14,International,Outdoor,Hard,2nd Round,3,Jovanovski B.,Vesnina E.,90.0,115.0,690.0,509.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,2.25,1.57,,,2.15,1.68,2.07,1.85,,,2015,2.2,1.62,,,2.3,1.85,2.15,1.68,,
55,Tianjin,Tianjin Open,2015-10-14,International,Outdoor,Hard,2nd Round,3,Babos T.,Riske A.,74.0,91.0,801.0,677.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.72,2.0,,,1.82,1.9,1.93,1.98,,,2015,1.67,2.1,,,1.93,2.1,1.82,1.95,,
55,Tianjin,Tianjin Open,2015-10-14,International,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Linette M.,15.0,64.0,2950.0,868.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.36,3.0,,,1.45,2.7,1.48,2.87,,,2015,1.36,3.0,,,1.48,3.1,1.41,2.83,,
55,Tianjin,Tianjin Open,2015-10-15,International,Outdoor,Hard,2nd Round,3,Duan Y.Y.,Kichenok L.,123.0,414.0,463.0,78.0,6.0,7.0,6.0,2.0,6.0,4.0,2.0,1.0,Completed,1.5,2.5,,,1.48,2.6,1.57,2.57,,,2015,1.44,2.62,,,1.61,2.62,1.52,2.49,,
55,Tianjin,Tianjin Open,2015-10-15,International,Outdoor,Hard,2nd Round,3,Kulichkova E.,Rodina E.,103.0,84.0,599.0,729.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.72,2.0,,,1.82,1.9,1.74,2.22,,,2015,1.83,1.83,,,1.88,2.22,1.77,2.02,,
55,Tianjin,Tianjin Open,2015-10-15,International,Outdoor,Hard,2nd Round,3,Kovinic D.,Pereira T.,75.0,46.0,800.0,1107.0,6.0,2.0,5.0,7.0,6.0,1.0,2.0,1.0,Completed,1.66,2.1,,,1.72,2.05,1.76,2.19,,,2015,1.67,2.1,,,1.76,2.21,1.7,2.11,,
55,Tianjin,Tianjin Open,2015-10-15,International,Outdoor,Hard,2nd Round,3,Radwanska A.,Wang Q.,6.0,104.0,3515.0,589.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.03,13.0,,,1.05,9.0,1.05,13.89,,,2015,1.06,8.0,,,1.06,13.89,1.04,10.55,,
55,Tianjin,Tianjin Open,2015-10-16,International,Outdoor,Hard,Quarterfinals,3,Jovanovski B.,Mladenovic K.,90.0,27.0,690.0,1760.0,6.0,4.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,3.0,1.36,,,3.0,1.38,3.1,1.43,,,2015,3.25,1.36,,,3.25,1.43,3.07,1.36,,
55,Tianjin,Tianjin Open,2015-10-16,International,Outdoor,Hard,Quarterfinals,3,Pliskova Ka.,Babos T.,15.0,74.0,2950.0,801.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.4,2.75,,,1.42,2.8,1.5,2.84,,,2015,1.4,3.0,,,1.5,3.0,1.43,2.75,,
55,Tianjin,Tianjin Open,2015-10-16,International,Outdoor,Hard,Quarterfinals,3,Kovinic D.,Duan Y.Y.,75.0,123.0,800.0,463.0,7.0,5.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.53,2.37,,,1.58,2.35,1.59,2.56,,,2015,1.57,2.38,,,1.63,2.56,1.55,2.4,,
55,Tianjin,Tianjin Open,2015-10-16,International,Outdoor,Hard,Quarterfinals,3,Radwanska A.,Kulichkova E.,6.0,103.0,3515.0,599.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,1.1,7.0,,,1.1,6.5,1.11,8.5,,,2015,1.11,6.5,,,1.12,8.5,1.09,7.04,,
55,Tianjin,Tianjin Open,2015-10-17,International,Outdoor,Hard,Semifinals,3,Kovinic D.,Jovanovski B.,75.0,90.0,800.0,690.0,6.0,4.0,6.0,7.0,6.0,2.0,2.0,1.0,Completed,2.2,1.66,,,2.1,1.68,2.26,1.73,,,2015,2.2,1.67,,,2.3,1.73,2.18,1.67,,
55,Tianjin,Tianjin Open,2015-10-17,International,Outdoor,Hard,Semifinals,3,Radwanska A.,Pliskova Ka.,6.0,15.0,3515.0,2950.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.28,3.75,,,1.28,3.4,1.36,3.52,,,2015,1.3,3.5,,,1.36,3.85,1.29,3.52,,
55,Tianjin,Tianjin Open,2015-10-18,International,Outdoor,Hard,The Final,3,Radwanska A.,Kovinic D.,6.0,75.0,3515.0,800.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.04,11.0,,,1.08,7.0,1.08,10.98,,,2015,1.08,8.0,,,1.09,11.0,1.06,8.9,,
56,Luxembourg,BGL BNP Paribas Luxembourg Open,2015-10-19,International,Indoor,Hard,1st Round,3,Lucic M.,Witthoeft C.,69.0,63.0,855.0,903.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.5,2.5,,,1.48,2.6,1.54,2.64,,,2015,1.5,2.62,,,1.54,2.75,1.48,2.62,,
56,Luxembourg,BGL BNP Paribas Luxembourg Open,2015-10-19,International,Indoor,Hard,1st Round,3,Maria T.,Andrianjafitrimo T.,73.0,542.0,833.0,46.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.1,7.0,,,1.1,6.5,1.13,6.95,,,2015,1.12,6.0,,,1.13,7.0,1.11,6.24,,
56,Luxembourg,BGL BNP Paribas Luxembourg Open,2015-10-19,International,Indoor,Hard,1st Round,3,Doi M.,Petkovic A.,92.0,20.0,664.0,2445.0,7.0,5.0,2.0,6.0,7.0,5.0,2.0,1.0,Completed,5.5,1.14,,,5.75,1.12,5.81,1.17,,,2015,5.0,1.17,,,5.93,1.17,5.43,1.14,,
56,Luxembourg,BGL BNP Paribas Luxembourg Open,2015-10-19,International,Indoor,Hard,1st Round,3,Barthel M.,Stephens S.,55.0,28.0,985.0,1715.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,2.1,1.66,,,2.1,1.7,2.33,1.67,,,2015,2.25,1.62,,,2.33,1.77,2.14,1.69,,
56,Luxembourg,BGL BNP Paribas Luxembourg Open,2015-10-20,International,Indoor,Hard,1st Round,3,Larsson J.,Mitu A.,56.0,93.0,981.0,660.0,7.0,6.0,6.0,7.0,6.0,3.0,2.0,1.0,Completed,1.33,3.25,,,1.33,3.2,1.35,3.45,,,2015,1.36,3.25,,,1.37,3.5,1.34,3.21,,
56,Luxembourg,BGL BNP Paribas Luxembourg Open,2015-10-20,International,Indoor,Hard,1st Round,3,Strycova B.,Wickmayer Y.,42.0,48.0,1170.0,1043.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.57,2.25,,,1.65,2.2,1.76,2.16,,,2015,1.67,2.2,,,1.76,2.26,1.66,2.18,,
56,Luxembourg,BGL BNP Paribas Luxembourg Open,2015-10-20,International,Indoor,Hard,1st Round,3,Allertova D.,Cepelova J.,64.0,150.0,889.0,356.0,6.0,3.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,1.53,2.37,,,1.45,2.65,1.53,2.67,,,2015,1.5,2.62,,,1.53,2.75,1.48,2.58,,
56,Luxembourg,BGL BNP Paribas Luxembourg Open,2015-10-20,International,Indoor,Hard,1st Round,3,Errani S.,Coin J.,18.0,188.0,2525.0,266.0,5.0,7.0,6.0,4.0,6.0,1.0,2.0,1.0,Completed,1.14,5.5,,,1.14,5.25,1.2,5.14,,,2015,1.17,5.0,,,1.2,5.55,1.16,5.03,,
56,Luxembourg,BGL BNP Paribas Luxembourg Open,2015-10-20,International,Indoor,Hard,1st Round,3,Voegele S.,Radwanska U.,148.0,90.0,366.0,674.0,6.0,3.0,4.0,0.0,,,1.0,0.0,Retired,1.72,2.0,,,1.72,2.05,1.85,2.05,,,2015,1.8,2.0,,,1.89,2.15,1.78,2.0,,
56,Luxembourg,BGL BNP Paribas Luxembourg Open,2015-10-20,International,Indoor,Hard,1st Round,3,Ivanovic A.,Watson H.,12.0,54.0,3145.0,994.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.2,4.33,,,1.2,4.3,1.22,4.81,,,2015,1.22,4.33,,,1.23,4.81,1.21,4.31,,
56,Luxembourg,BGL BNP Paribas Luxembourg Open,2015-10-20,International,Indoor,Hard,1st Round,3,Van Uytvanck A.,Hogenkamp R.,47.0,131.0,1062.0,424.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,1.33,3.25,,,1.3,3.4,1.36,3.42,,,2015,1.36,3.25,,,1.38,3.42,1.33,3.24,,
56,Luxembourg,BGL BNP Paribas Luxembourg Open,2015-10-21,International,Indoor,Hard,1st Round,3,Flipkens K.,Brengle M.,98.0,40.0,652.0,1238.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.9,1.8,,,1.9,1.82,1.83,2.07,,,2015,1.8,2.0,,,1.91,2.1,1.84,1.93,,
56,Luxembourg,BGL BNP Paribas Luxembourg Open,2015-10-21,International,Indoor,Hard,1st Round,3,Friedsam A.L.,Beck A.,96.0,57.0,655.0,976.0,4.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,2.62,1.44,,,2.5,1.5,2.85,1.47,,,2015,2.5,1.53,,,2.85,1.55,2.57,1.49,,
56,Luxembourg,BGL BNP Paribas Luxembourg Open,2015-10-21,International,Indoor,Hard,1st Round,3,Tatishvili A.,Dodin O.,110.0,122.0,544.0,465.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.62,,,1.5,2.45,1.57,2.55,,,2015,1.5,2.62,,,1.57,2.75,1.49,2.57,,
56,Luxembourg,BGL BNP Paribas Luxembourg Open,2015-10-21,International,Indoor,Hard,1st Round,3,Siegemund L.,Bacsinszky T.,101.0,10.0,643.0,3157.0,4.0,6.0,6.0,4.0,,,1.0,1.0,Retired,4.0,1.22,,,4.0,1.22,4.45,1.24,,,2015,4.33,1.22,,,4.6,1.25,4.12,1.22,,
56,Luxembourg,BGL BNP Paribas Luxembourg Open,2015-10-21,International,Indoor,Hard,1st Round,3,Jankovic J.,Minella M.,22.0,167.0,2345.0,311.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.16,5.0,,,1.18,4.5,1.22,4.74,,,2015,1.17,5.0,,,1.22,5.0,1.18,4.64,,
56,Luxembourg,BGL BNP Paribas Luxembourg Open,2015-10-21,International,Indoor,Hard,2nd Round,3,Barthel M.,Maria T.,55.0,73.0,985.0,833.0,6.0,3.0,2.0,6.0,6.0,2.0,2.0,1.0,Completed,1.25,3.75,,,1.22,3.75,1.25,4.46,,,2015,1.25,4.0,,,1.25,4.63,1.22,4.11,,
56,Luxembourg,BGL BNP Paribas Luxembourg Open,2015-10-21,International,Indoor,Hard,2nd Round,3,Lucic M.,Errani S.,69.0,18.0,855.0,2525.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,2.0,1.72,,,1.9,1.82,1.99,1.92,,,2015,2.0,1.8,,,2.1,1.92,1.97,1.8,,
56,Luxembourg,BGL BNP Paribas Luxembourg Open,2015-10-21,International,Indoor,Hard,2nd Round,3,Doi M.,Allertova D.,92.0,64.0,664.0,889.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,2.62,1.44,,,2.65,1.45,2.91,1.47,,,2015,2.75,1.44,,,2.92,1.49,2.71,1.44,,
